/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/0.json,1,50,1.588,0,10204,1,1,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/0.json,2,50,3.270,0,19017,2,2,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/0.json,3,50,6.772,0,27741,3,3,1
