instance_path,K,time_limit_s,wall_time_s,exit_code,total_score,paths_vertex_ok,agents_in_solution,all_vertex_constraints_ok
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K1.json,1,50,50.481,0,16380,1,1,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K10.json,10,50,51.887,0,109769,10,10,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K11.json,11,50,51.736,0,109769,11,11,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K12.json,12,50,51.754,0,109769,12,12,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K13.json,13,50,51.885,0,109769,13,13,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K14.json,14,50,52.047,0,109769,14,14,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K15.json,15,50,51.835,0,109769,15,15,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K16.json,16,50,51.770,0,109769,16,16,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K17.json,17,50,51.771,0,109769,16,17,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K18.json,18,50,51.805,0,109769,18,18,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K19.json,19,50,51.796,0,109769,19,19,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K2.json,2,50,51.584,0,31830,2,2,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K20.json,20,50,51.776,0,109769,18,20,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K3.json,3,50,51.458,0,46911,3,3,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K4.json,4,50,51.297,0,61675,4,4,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K5.json,5,50,51.448,0,75504,5,5,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K6.json,6,50,52.313,0,88071,6,6,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K7.json,7,50,51.664,0,99616,7,7,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K8.json,8,50,51.904,0,107162,8,8,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/2/2_K9.json,9,50,51.738,0,109769,9,9,1
