instance_path,K,time_limit_s,wall_time_s,exit_code,total_score,paths_vertex_ok,agents_in_solution,all_vertex_constraints_ok
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K1.json,1,50,50.316,0,5992,1,1,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K10.json,10,50,51.397,0,44951,10,10,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K11.json,11,50,51.488,0,48057,11,11,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K12.json,12,50,51.581,0,51056,12,12,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K13.json,13,50,51.667,0,53627,13,13,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K14.json,14,50,51.661,0,56139,14,14,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K15.json,15,50,51.687,0,58568,15,15,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K16.json,16,50,51.726,0,60977,16,16,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K17.json,17,50,51.798,0,62943,17,17,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K18.json,18,50,51.808,0,64693,18,18,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K19.json,19,50,51.822,0,65975,19,19,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K2.json,2,50,50.493,0,11509,2,2,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K20.json,20,50,51.823,0,66908,20,20,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K21.json,21,50,51.919,0,67833,21,21,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K22.json,22,50,51.911,0,68619,22,22,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K23.json,23,50,51.880,0,68744,23,23,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K24.json,24,50,51.901,0,68685,24,24,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K25.json,25,50,51.917,0,68685,25,25,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K26.json,26,50,51.915,0,68685,26,26,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K27.json,27,50,51.953,0,68685,26,27,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K28.json,28,50,51.943,0,68685,27,28,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K29.json,29,50,51.963,0,68685,28,29,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K3.json,3,50,50.699,0,16891,3,3,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K30.json,30,50,51.941,0,68685,28,30,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K31.json,31,50,51.955,0,68685,29,31,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K32.json,32,50,51.970,0,68685,30,32,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K33.json,33,50,51.975,0,68685,31,33,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K34.json,34,50,51.996,0,68685,31,34,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K35.json,35,50,52.002,0,68685,32,35,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K36.json,36,50,51.990,0,68685,33,36,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K37.json,37,50,51.990,0,68685,36,37,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K38.json,38,50,52.025,0,68685,37,38,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K39.json,39,50,52.017,0,68685,38,39,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K4.json,4,50,50.803,0,21711,4,4,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K40.json,40,50,52.048,0,68685,35,40,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K5.json,5,50,50.946,0,26524,5,5,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K6.json,6,50,51.053,0,30788,6,6,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K7.json,7,50,51.164,0,34486,7,7,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K8.json,8,50,51.278,0,38170,8,8,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data_multi_agent/6/6_K9.json,9,50,51.356,0,41829,9,9,1
