instance_path,K,time_limit_s,wall_time_s,exit_code,total_score,total_route_distance,total_route_time,paths_vertex_ok,agents_in_solution,all_vertex_constraints_ok
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/19.json,1,50,26.170,0,91200,35264,14473,1,1,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/19.json,2,50,52.928,0,181274,65108,28340,2,2,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/19.json,3,50,78.328,0,269555,100546,42470,3,3,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/19.json,4,50,105.890,0,356407,138207,57537,4,4,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/19.json,5,50,131.893,0,441344,195441,73929,5,5,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/19.json,6,50,146.975,0,523739,263235,93011,6,6,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/19.json,7,50,172.165,0,601892,320272,112360,7,7,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/19.json,8,50,170.325,0,601845,320468,112407,7,8,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/19.json,9,50,190.776,0,601892,320273,112360,7,9,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/19.json,10,50,193.066,0,601879,319707,112373,7,10,0
