instance_path,K,time_limit_s,wall_time_s,exit_code,total_score,total_route_distance,total_route_time,paths_vertex_ok,agents_in_solution,all_vertex_constraints_ok
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,1,50,0.482,0,5992,21991,6008,1,1,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,2,50,0.786,0,11509,48125,11891,2,2,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,3,50,1.122,0,16891,65233,17909,3,3,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,4,50,1.419,0,21711,93188,23889,4,4,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,5,50,1.684,0,26524,109703,29876,5,5,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,6,50,1.895,0,30788,133661,35812,6,6,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,7,50,2.125,0,34486,153571,41714,7,7,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,8,50,2.281,0,38170,180818,47630,8,8,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,9,50,2.451,0,41829,213783,53571,9,9,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,10,50,2.600,0,44951,239936,59449,10,10,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,11,50,2.732,0,48057,257867,65343,11,11,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,12,50,2.880,0,51056,283269,71344,12,12,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,13,50,2.990,0,53627,304163,77173,13,13,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,14,50,3.075,0,56139,332117,83211,14,14,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,15,50,3.167,0,58568,352587,89182,15,15,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,16,50,3.330,0,60977,378901,95173,16,16,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,17,50,3.409,0,62943,408228,101007,17,17,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,18,50,3.412,0,64693,434768,107057,18,18,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,19,50,3.468,0,65975,454229,112975,19,19,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,20,50,3.521,0,66908,468432,118642,20,20,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,21,50,3.554,0,67833,495870,124317,21,21,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,22,50,3.614,0,68619,533843,130131,22,22,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,23,50,3.651,0,68744,563913,136006,23,23,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,24,50,3.724,0,68685,587047,142065,24,24,1
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,25,50,3.740,0,68685,587047,142065,24,25,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,26,50,3.704,0,68685,587047,142065,24,26,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,27,50,3.682,0,68685,587047,142065,24,27,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,28,50,3.687,0,68685,587047,142065,24,28,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,29,50,3.706,0,68685,587047,142065,24,29,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,30,50,3.698,0,68685,587047,142065,24,30,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,31,50,3.704,0,68685,587047,142065,24,31,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,32,50,3.734,0,68685,587047,142065,24,32,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,33,50,3.712,0,68685,587047,142065,24,33,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,34,50,3.742,0,68685,587047,142065,24,34,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,35,50,3.709,0,68685,587047,142065,24,35,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,36,50,3.701,0,68685,587047,142065,24,36,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,37,50,3.723,0,68685,587047,142065,24,37,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,38,50,3.722,0,68685,587047,142065,24,38,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,39,50,3.737,0,68685,587047,142065,24,39,0
/Users/iskodisko/project/yandex_search/Multi-Agent-VRP/data/6.json,40,50,3.709,0,68685,587047,142065,24,40,0
